input,output,hint,weight,color
tîn,陳,,499,
tîn ai,tîn-ai,,700,
tîn ai,塵埃,,809,
tîn chéⁿ,Tîn-chéⁿ,,700,
tîn chéⁿ,藤井,,809,
tîn goân,Tîn-goân,,700,
tîn goân,藤原,,809,
tîn tiân,Tîn-tiân,,700,
tîn tiân,藤田,,801,
tîn tiâu,tîn-tiâu,,713,
tîn tiâu,藤條,,813,
tîn á,tîn-á,,713,
tîn á,藤仔,,818,
tîn í,tîn-í,,700,
tîn í,藤椅,,809,
tîⁿ,tîⁿ,,700,
tîⁿ,纒,,855,
tñg,断,,89,
tñg,斷,,298,
tò,tò,,713,
tò,倒,,873,
tò,到,,481,
tò chhiú,tò-chhiú,,727,
tò chhiú,倒手,,836,
tò chhiú pêng,tò-chhiú pêng,,727,
tò chhiú pêng,倒手平,,636,
tò gâ,tò-gâ,,713,
tò gâ,倒牙,,822,
tò oat,tò-oat,,700,
tò oat,倒挖,,809,
tò páiⁿ,tò-páiⁿ,,700,
tò páiⁿ,倒擺,,605,
tò péng,tò-péng,,713,
tò péng,倒抦,,618,
tò pêng,tò-pêng,,727,
tò pêng,倒平,,636,
tò thâu chai,tò-thâu-chai,,713,
tò thâu chai,倒頭栽,,822,
tò tí,到底,,809,
tò tńg,tò-tńg,,713,
tò tńg,倒返,,822,
tòa,tòa,,739,
tòa,帶,,865,
tòa,帶,3+,993,
tòa tī,tòa tī,,713,
tòa tī,帶治,,618,
tòaⁿ,tòaⁿ,,713,
tòaⁿ,旦,,868,
tòe,tòe,,729,
tòe,从,,644,
tòe,兌,235+7+,989,
tòe,從,,645,
tòe,綴,,646,
tòe lō͘,tòe lō͘,,713,
tòe lō͘,从路,,620,
tòe lō͘,從路,,621,
tòe lō͘,綴路,,622,
tòe pài,tòe pài,,700,
tòe pài,从拜,,607,
tòe pài,從拜,,608,
tòe pài,綴拜,,609,
tòeⁿ,tòeⁿ,,0,
tòm,tòm,,0,
tòng,tòng,,713,
tòng,当,,99,
tòng,挡,,97,
tòng,擋,,858,
tòng,档,,94,
tòng,檔,,103,
tòng,當,,508,
tòng bē tiâu,tòng bē tiâu,,713,
tòng bē tiâu,擋袂條,,822,
tòng bōe tiâu,tòng bōe tiâu,,713,
tòng bōe tiâu,擋袂條,,822,
tòng chò,tòng-chò,,729,
tòng chò,當做,,838,
tòng chòe,tòng-chòe,,727,
tòng chòe,當做,,836,
tòng soán,tòng-soán,,713,
tòng soán,當選,,822,
tòng thâu,tòng-thâu,,713,
tòng thâu,擋頭,,822,
tòng àn,tòng-àn,,700,
tòng àn,棟案,,609,
tòng àn,檔案,,606,
tòng á,tòng-á,,713,
tòng á,擋仔,,822,
tò̤,tò̤,,0,
tò̤,从,,95,
tò̤,処,,85,
tò̤,塊,3+49,1008,
tò̤,從,,304,
tò̤,戴,,288,
tò̤,處,,289,
tò̤e,tò̤e,,0,
tò͘,tò͘,,700,
tò͘,到,,481,
tò͘,妬,,645,
tò͘,鬦,,116,
tò͘,鬪,,532,
tò͘,鬬,,114,
tò͘ⁿ,tò͘ⁿ,,0,
tó,tó,,733,
tó,倒,,908,
tó,刀,,897,
tó,叨,,898,
tó,島,,635,
tó lo̍h,tó-lo̍h,= tó-ūi,700,
tó lo̍h,刀落,,808,
tó lo̍h,叨落,= 叨位,809,
tó lāi,tó-lāi,,713,
tó lāi,島內,,822,
tó sū,tó-sū,,700,
tó sū,島嶼,,803,
tó tiân,Tó-tiân,,700,
tó tiân,島田,,809,
tó ūi,tó ūi,,700,
tó ūi,tó-ūi,,738,
tó ūi,刀位,,846,
tó ūi,叨位,,847,
tóa,tóa,,0,
tóaⁿ,tóaⁿ,,0,
tóe,tóe,,727,
tóe,兌,235+7+,989,
tóe,底,,898,
tóe,抵,,306,
tóe,貯,,662,
tóeⁿ,tóeⁿ,,0,
tóm,tóm,,0,
tóng,tóng,,713,
tóng,党,,881,
tóng,档,,94,
tóng,檔,,103,
tóng,黨,,882,
tóng kok,Tóng-kok,,700,
tóng kok,党國,,808,
tóng kok,黨國,,809,
tóng àn,tóng-àn,,700,
tóng àn,党案,,607,
tóng àn,檔案,,606,
tóng àn,黨案,,608,
tó̤,tó̤,,0,
tó̤,短,,849,
tó̤e,tó̤e,,0,
tó̤e,底,,293,
tó͘,tó͘,,700,
tó͘,堵,,865,
tó͘,島,,635,
tó͘,斗,,474,
tó͘,肚,,77,
tó͘ⁿ,tó͘ⁿ,,0,
tô,tô,,0,
tô,萄,,82,
tô,陶,,486,
tôa,tôa,,0,
tôaⁿ,tôaⁿ,,713,
tôaⁿ,團,,284,
tôaⁿ,壇,,855,
tôaⁿ,彈,,858,
tôaⁿ,檀,,274,
tôaⁿ khîm,tôaⁿ khîm,,713,
tôaⁿ khîm,彈琴,,822,
tôe,tôe,,0,
tôe,兌,235+7+,989,
tôe,題,,274,
tôe ba̍k,tôe-ba̍k,,700,
tôe ba̍k,題目,,809,
tôeⁿ,tôeⁿ,,0,
tôm,tôm,,700,
tôm,丼,,635,
tông,Tông,,700,
tông,tông,,0,
tông,仝,,89,
tông,同,,498,
tông,唐,,815,
tông,堂,,485,
tông,疼,,68,
tông,童,,486,
tông chhong,tông-chhong,,713,
tông chhong,同窓,,822,
tông ì,tông-ì,,713,
tông ì,同意,,822,
tô̤,tô̤,,0,
tô̤e,tô̤e,,0,
tô̤e,題,,274,
tô̤ng,騰,,486,
tô͘,tô͘,,713,
tô͘,塗,,507,
tô͘,屠,,489,
tô͘,投,,474,
tô͘,途,,868,
tô͘,陶,,486,
tô͘ sat,tô͘-sat,,700,
tô͘ sat,屠殺,,809,
tô͘ si koán,圖書舘,,809,
tô͘ su koán,tô͘-su-koán,,713,
tô͘ su koán,圖書舘,,822,
tô͘ⁿ,tô͘ⁿ,,0,
tõ,道,,290,
tõaⁿ,彈,,89,
tõng,動,,474,
tõ̤ng,重,,286,
tõ͘,惰,,489,
tõ͘,杜,,68,
tõ͘,肚,,77,
tõ͘,道,,490,
tù,tù,,700,
tù,株,,675,
tù,株,1+23478,997,
tù,著,,499,
tù chiá,tù-chiá,,700,
tù chiá,著者,,805,
tù chok,tù-chok,,713,
tù chok,著作,,822,
tùi,tùi,,746,
tùi,对,,104,
tùi,對,,860,
tùi bīn,tùi-bīn,,727,
tùi bīn,對面,,836,
tùi chhek,tùi-chhek,,700,
tùi chhek,對策,,809,
tùi chhiong,tùi-chhiong,,713,
tùi chhiong,對沖,,822,
tùi chhiú,tùi-chhiú,,713,
tùi chhiú,對手,,822,
tùi chiàu,tùi-chiàu,,713,
tùi chiàu,對照,,822,
tùi gōa,tùi gōa,,713,
tùi gōa,內外,,822,
tùi gōa,對內,,822,
tùi gōa,對外,,822,
tùi hong,tùi-hong,,700,
tùi hong,對方,,809,
tùi hoán,tùi-hoán,,700,
tùi hoán,對反,,809,
tùi khòng,tùi-khòng,,713,
tùi khòng,對抗,,822,
tùi li̍p,tùi-li̍p,,713,
tùi li̍p,對立,,822,
tùi lāi,tùi lāi,,700,
tùi lāi,內外,,809,
tùi lāi,對內,,809,
tùi lāi,對外,,809,
tùi put khí,tùi-put-khí,,700,
tùi put khí,對不起,,800,
tùi siāng,tùi-siāng,,700,
tùi siāng,對象,,809,
tùi siōng,tùi-siōng,,713,
tùi siōng,對象,,822,
tùi te̍k,tùi-te̍k,,713,
tùi te̍k,對敵,,822,
tùi thāi,tùi-thāi,,713,
tùi thāi,對待,,822,
tùi tiàu,tùi-tiàu,,700,
tùi tiōng,tùi-tiōng,,700,
tùi tiōng,對重,,809,
tùi tâng,tùi-tâng,,713,
tùi tâng,對同,,822,
tùi èng,tùi-èng,,713,
tùi èng,對應,,822,
tùiⁿ,tùiⁿ,,0,
tùiⁿ,店,,103,
tùn,tùn,,0,
tùn,屯,135+7+,998,
tṳ̀,著,,499,
tṳ̀iⁿ,店,,103,
tú,tú,,727,
tú,抵,,687,
tú,株,1+23478,997,
tú,𫔘,,688,
tú chhian,tú-chhian,,700,
tú chhian,抵千,,608,
tú chhian,𫔘千,,609,
tú chiah,tú-chiah,,727,
tú chiah,抵即,,635,
tú chiah,𫔘即,,636,
tú hó,tú hó,,713,
tú hó,tú-hó,,727,
tú hó,抵好,,635,
tú hó,𫔘好,,636,
tú tio̍h,tú tio̍h,,728,
tú tio̍h,抵着,,718,
tú tio̍h,𫔘着,,719,
tú tú,tú-tú,,713,
tú tú,抵抵,,621,
tú tú,𫔘𫔘,,622,
tú tú á,tú-tú-á,,713,
tú tú á,抵抵仔,,621,
tú tú á,𫔘𫔘仔,,622,
tú tú á hó,tú-tú-á hó,,727,
tú tú á hó,抵抵仔好,,635,
tú tú á hó,𫔘𫔘仔好,,636,
tú á,tú-á,,727,
tú á,抵仔,,635,
tú á,𫔘仔,,636,
tú á hó,tú-á hó,,727,
tú á hó,抵仔好,,635,
tú á hó,𫔘仔好,,636,
túi,túi,,0,
túiⁿ,túiⁿ,,0,
túiⁿ,返,,284,
tún,tún,,0,
tû,tû,,0,
tû,除,,487,
tû khì,tû-khí,,700,
tû khí,tû-khí,,700,
tû khí,除起,,809,
tû liáu,tû-liáu,,700,
tû liáu,除了,,809,
tû á,tû-á,,700,
tû á,厨仔,,801,
tû á,廚仔,,802,
tûi,tûi,,713,
tûi,搥,,858,
tûi sim koaⁿ,tûi sim-koaⁿ,,713,
tûi sim koaⁿ,搥心肝,,822,
tûiⁿ,tûiⁿ,,0,
tûn,tûn,,0,
tûn,唇,,501,
tûn,屯,135+7+,998,
tṳ̂,除,,487,
tā,tā,,0,
tāi,Tāi,,700,
tāi,tāi,,730,
tāi,事,,915,
tāi,代,,916,
tāi,代,137+,987,
tāi,大,,813,
tāi,玳,,78,
tāi,迨,,496,
tāi,鮘,,77,
tāi,𩻸,,77,
tāi bêng sû,tāi-bêng-sû,,700,
tāi bêng sû,代名詞,,809,
tāi chiòng,tāi-chiòng,,713,
tāi chiòng,大衆,,822,
tāi chì,tāi-chì,,741,
tāi chì,事志,,649,
tāi chì,代志,,650,
tāi ha̍k,tāi-ha̍k,,713,
tāi ha̍k,大學,,822,
tāi hî,tāi-hî,,713,
tāi hî,鮘魚,,822,
tāi hî,𩻸魚,,821,
tāi iá,Tāi-iá,,700,
tāi iá,大野,,809,
tāi jîn,tāi-jîn,,700,
tāi jîn,大人,,809,
tāi kah,Tāi-kah,,713,
tāi kah,大甲,,822,
tāi kah khe,Tāi-kah-khe,,700,
tāi kah khe,大甲溪,,809,
tāi kah khoe,Tāi-kah-khoe,,700,
tāi kah khoe,大甲溪,,809,
tāi ke,tāi-ke,,735,
tāi ke,大家,,844,
tāi khài,tāi-khài,,727,
tāi khài,大概,,836,
tāi khài á,tāi-khài-á,,700,
tāi khài á,大概仔,,809,
tāi kài,tāi-khài,,700,
tāi kài á,tāi-khài-á,,700,
tāi káng po͘,Tāi-káng-po͘,,700,
tāi kè,tāi-kè,,713,
tāi kè,代價,,822,
tāi ngé,Tāi-ngé,,713,
tāi piáu,tāi-piáu,,713,
tāi piáu,代表,,813,
tāi pán,Tāi-pán,,713,
tāi pán,大坂,,821,
tāi pán,大阪,,822,
tāi pō͘ hūn,tāi-pō͘-hūn,,700,
tāi pō͘ hūn,大部份,,809,
tāi se iûⁿ,Tāi-se-iûⁿ,,713,
tāi se iûⁿ,大西洋,,813,
tāi seng,tāi-seng,,729,
tāi seng,事先,,837,
tāi seng,代先,,838,
tāi siông,tāi-siông,,700,
tāi siông,大常,,809,
tāi thióng,Tāi-thióng,,700,
tāi thióng,大塚,,809,
tāi thè,tāi-thè,,713,
tāi thè,代替,,822,
tāi thòe,tāi-thòe,,700,
tāi thòe,代替,,809,
tāi to sò͘,tāi-to-sò͘,,709,
tāi to sò͘,大多數,,818,
tāi tō kong,Tāi-tō-kong,,700,
tāi tō kong,大道公,,801,
tāi tūn soaⁿ,Tāi-tūn-soaⁿ,,700,
tāi tūn soaⁿ,大屯山,,809,
tāi á,tāi-á,,713,
tāi á,鮘仔,,822,
tāi á,𩻸仔,,821,
tāiⁿ,tāiⁿ,,0,
tāiⁿ,佃,,99,
tāiⁿ,𠕆,,78,
tāiⁿ,𠕇,,69,
tām,tām,,0,
tām,淡,,486,
tām chúi,Tām-chúi,,713,
tām chúi,淡水,,822,
tām khì,tām-khì,,700,
tām khì,淡氣,,809,
tām po̍h,tām-po̍h,,713,
tām po̍h,淡薄,,822,
tām po̍h á,tām-po̍h-á,,727,
tām po̍h á,淡薄仔,,836,
tām súi,淡水,,809,
tān,tān,,0,
tān,彈,,89,
tān,憚,,72,
tān,誕,,474,
tān,靛,,66,
tān sī,tān-sī,,733,
tān sī,但是,,838,
tāng,tāng,,732,
tāng,動,,274,
tāng,重,,877,
tāng kiâm,tāng-kiâm,,713,
tāng kiâm,重塩,,821,
tāng kiâm,重鹹,,822,
tāng kiâm,重鹽,,820,
tāu,tāu,,700,
tāu,荳,,82,
tāu,讀,,96,
tāu,豆,,865,
tāu chhiam,tāu-chhiam,,700,
tāu chhiam,豆簽,,809,
tāu chhiam,豆籤,,808,
tāu chhài,tāu-chhài,,713,
tāu chhài,豆菜,,822,
tāu hoe,tāu-hoe,,713,
tāu hoe,豆花,,813,
tāu iû,tāu-iû,,727,
tāu iû,豆油,,836,
tāu koaⁿ,tāu-koaⁿ,,713,
tāu koaⁿ,豆干,,822,
tāu koaⁿ chìⁿ,tāu-koaⁿ-chìⁿ,,713,
tāu koaⁿ chìⁿ,豆干煎,,621,
tāu koaⁿ chìⁿ,豆干箭,,622,
tāu tiâⁿ,Tōa-tiū-tiâⁿ,,700,
tāu tiâⁿ,大稻埕,,801,
tāu tāu á,ta̍uh-ta̍uh-á,,700,
tāu á,tāu-á,,713,
tāu á,豆仔,,822,
tāuⁿ,tāuⁿ,,0,
tāⁿ,tāⁿ,,0,
tă,tă,,0,
tăi,tăi,,0,
tăiⁿ,tăiⁿ,,0,
tăm,tăm,,0,
tăn,tăn,,0,
tăng,tăng,,0,
tău,tău,,0,
tăuⁿ,tăuⁿ,,0,
tăⁿ,tăⁿ,,0,
tē,tē,,733,
tē,代,,287,
tē,地,,865,
tē,弟,,489,
tē,第,,878,
tē,芧,,-1,
tē,苧,,810,
tē chí,tē-chí,,713,
tē chí,地址,,822,
tē chí,地止,,821,
tē hng,tē-hng,,713,
tē hng,地方,,822,
tē hā sek,tē-hā-sek,,700,
tē hā sek,地下室,,809,
tē hā sit,地下室,,809,
tē hā tiān tâi,tē-hā tiān-tâi,,700,
tē hā tiān tâi,地下電台,,809,
tē hō,tē-hō,,700,
tē hō,地号,,809,
tē hō,地號,,809,
tē hō miâ,tē-hō-miâ,,713,
tē hō miâ,地号名,,822,
tē hō miâ,地號名,,822,
tē it,tē it,,736,
tē it,第一,,845,
tē jī,tē jī,,728,
tē jī,第二,,837,
tē lí,tē-lí,,713,
tē lí,地理,,822,
tē miâ,tē-miâ,,713,
tē miâ,地名,,822,
tē pôaⁿ,tē-pôaⁿ,,713,
tē pôaⁿ,地盤,,822,
tē pō͘,tē-pō͘,,700,
tē pō͘,地步,,809,
tē tô͘,tē-tô͘,,713,
tē tô͘,地圖,,822,
tē tāng,tē-tāng,,713,
tē tāng,地動,,822,
tē á,tē-á,,700,
tē á,苧仔,,803,
tē ūi,tē-ūi,,713,
tē ūi,地位,,822,
tēng,Tēng,,713,
tēng,tēng,,713,
tēng,定,,487,
tēng,鄧,,838,
tēng,鄭,,92,
tēng,錠,,66,
tēng,𠕆,,868,
tēng,𠕇,,868,
tēng gī,tēng-gī,,700,
tēng gī,定義,,809,
tēng hun,tēng-hun,,713,
tēng hun,定婚,,822,
tēng kui,tēng-kui,,700,
tēng kui,定規,,800,
tēⁿ,Tēⁿ,,727,
tēⁿ,tēⁿ,,727,
tēⁿ,鄭,,882,
tēⁿ,鄭,1357+,992,
tĕ,tĕ,,0,
tĕ,tī teh,,700,
tĕ,塊,,800,
tĕng,tĕng,,0,
tĕⁿ,tĕⁿ,,0,
tĩ,在,,296,
tĩ,弟,,289,
tĩ,治,,505,
tĩ,稚,,77,
tī,tī,,752,
tī,值,,508,
tī,弟,,289,
tī,治,,751,
tī,治,7+8,1005,
tī,滯,,494,
tī,稚,,77,
tī,箸,,882,
tī leh,tī teh,,700,
tī leh,治塊,,880,
tī sî,tī-sî,,713,
tī sî,值時,,821,
tī sî,治時,,822,
tī tang sî,值冬時,,808,
tī tang sî,治冬時,,809,
tī teh,tī teh,,727,
tī teh,治塊,,907,
tī tāi,tī-tāi,,700,
tī tāi,值事,,801,
tī tāi,值代,,803,
tī tāi,治事,,802,
tī tāi,治代,,804,
tīm,tīm,,713,
tīm,朕,,630,
tīm,烪,,629,
tīn,tīn,,713,
tīn,陣,,868,
tīn thâu,tīn-thâu,,700,
tīn thâu,陣頭,,809,
tīⁿ,tēⁿ,,700,
tīⁿ,tīⁿ,,713,
tīⁿ,淀,,838,
tĭ,tĭ,,0,
tĭm,tĭm,,0,
tĭn,tĭn,,0,
tĭⁿ,tĭⁿ,,0,
tńg,tńg,,734,
tńg,返,,914,
tńg chhù,tńg chhù,,713,
tńg chhù,返厝,,822,
tńg châi,tńg-châi,,700,
tńg châi,返臍,,609,
tńg khì,tńg khì,,733,
tńg khì,返去,,842,
tńg lâi,tńg lâi,,736,
tńg lâi,返來,,845,
tńg lûn,tńg lûn,,700,
tńg lûn,返輪,,809,
tńg tōa lâng,tńg tōa-lâng,,713,
tńg tōa lâng,返大人,,822,
tō,tio̍h,,740,
tō,tiō,,740,
tō,tō,,0,
tō,導,,478,
tō,惰,,489,
tō,盗,,74,
tō,盜,,483,
tō,着,,720,
tō,稻,,489,
tō,道,,490,
tō ián,tō-ián,,713,
tō ián,導演,,822,
tō kàu,Tō-kàu,,700,
tō kàu,道敎,,808,
tō kàu,道教,,809,
tō lí,tō-lí,,732,
tō lí,道理,,841,
tō sī,tio̍h sī,,732,
tō sī,tiō sī,,732,
tō sī,着是,,692,
tō tek,tō-tek,,713,
tō tek,道德,,822,
tōa,tōa,,745,
tōa,大,,935,
tōa ba̍k kàng,Tōa-ba̍k-kàng,,700,
tōa ba̍k kàng,大目降,,609,
tōa bé,tōa bé,,700,
tōa bé,大尾,,809,
tōa bóe,tōa bóe,,713,
tōa bóe,大尾,,822,
tōa bīn,tōa bīn,(大面紅記記),700,
tōa bīn,tōa-bīn,(占大面),713,
tōa bīn,大面,,822,
tōa chhân,Tōa-chhân,,700,
tōa chhân,大田,,809,
tōa chiah,tōa chiah,,713,
tōa chiah,大隻,,822,
tōa chia̍h,tōa chia̍h,,713,
tōa chia̍h,大食,,818,
tōa châng,tōa châng,,713,
tōa châng,大叢,,821,
tōa châng,大欉,,822,
tōa ché,tōa-ché,,713,
tōa ché,大姉,,821,
tōa ché,大姐,,822,
tōa chí,tōa-chí,,727,
tōa chí,大姉,,835,
tōa chúi,tōa chúi,,700,
tōa chúi,大水,,809,
tōa hiaⁿ,tōa-hiaⁿ,,727,
tōa hiaⁿ,大兄,,836,
tōa hàn,tōa-hàn,,730,
tōa hàn,大漢,,839,
tōa hái,tōa-hái,,700,
tōa hái,大海,,809,
tōa hêng,tōa-hêng,,700,
tōa hêng,大型,,801,
tōa hêng,大形,,802,
tōa khang sè li̍h,tōa khang sè li̍h,,713,
tōa khang sè li̍h,大空細裂,,822,
tōa khang sòe li̍h,tōa khang sòe li̍h,,709,
tōa khang sòe li̍h,大空細裂,,818,
tōa khian,tōa khian,,713,
tōa khian,大騫,,622,
tōa kho͘,tōa kho͘,,727,
tōa kho͘,大匝,,835,
tōa kho͘,大篐,,836,
tōa kho͘ tai,tōa-kho͘-tai,,713,
tōa kho͘ tai,大匝代,,619,
tōa kho͘ tai,大匝玳,,620,
tōa kho͘ tai,大篐代,,621,
tōa kho͘ tai,大篐玳,,622,
tōa káng,tōa káng,,713,
tōa káng,大港,,822,
tōa la̍t,tōa la̍t,,727,
tōa la̍t,大力,,836,
tōa lâng,tōa-lâng,,729,
tōa lâng,大人,,838,
tōa lúi,tōa lúi,,713,
tōa lúi,大蕊,,822,
tōa lāi,Tōa-lāi,,700,
tōa lāi,大內,,805,
tōa lōng pōng,Tōa-lōng-pōng,,700,
tōa lōng pōng,大浪泵,,608,
tōa lōng pōng,大浪磅,,607,
tōa lōng pōng,大龍峒,,609,
tōa o̍h,tōa-o̍h,,700,
tōa o̍h,大學,,809,
tōa pān,tōa pān,,700,
tōa pān,大辦,,605,
tōa pō͘ bó,tōa-pō͘-bó,,713,
tōa pō͘ bó,大步母,,622,
tōa pō͘ bú,tōa-pō͘-bú,,713,
tōa pō͘ bú,大步母,,622,
tōa pō͘ hūn,tōa pō͘-hūn,,713,
tōa pō͘ hūn,大部份,,822,
tōa sai iûⁿ,Tōa-sai-iûⁿ,,700,
tōa sai iûⁿ,大西洋,,800,
tōa siaⁿ,tōa siaⁿ,,732,
tōa siaⁿ,大声,,840,
tōa siaⁿ,大聲,,841,
tōa sè,tōa-sè,,713,
tōa sè,大細,,822,
tōa sè siaⁿ,tōa-sè siaⁿ,,727,
tōa sè siaⁿ,大細声,,835,
tōa sè siaⁿ,大細聲,,836,
tōa sè sim,tōa-sè sim,,713,
tōa sè sim,大細心,,822,
tōa sè siān,tōa-sè-siān,,700,
tōa sè siān,大細腎,,809,
tōa sòe,tōa-sòe,,709,
tōa sòe,大細,,818,
tōa sòe siaⁿ,tōa-sòe siaⁿ,,723,
tōa sòe siaⁿ,大細声,,831,
tōa sòe siaⁿ,大細聲,,832,
tōa sòe sim,tōa-sòe sim,,709,
tōa sòe sim,大細心,,818,
tōa sòe siān,tōa-sòe-siān,,700,
tōa sòe siān,大細腎,,809,
tōa thiaⁿ,tōa thiaⁿ,,713,
tōa thiaⁿ,大厛,,822,
tōa thiaⁿ,大廳,,822,
tōa thâu bó,tōa-thâu-bó,,713,
tōa thâu bó,大頭母,,822,
tōa thâu bú,tōa-thâu-bú,,713,
tōa thâu bú,大頭母,,822,
tōa thúi,tōa-thúi,,700,
tōa thúi,大腿,,809,
tōa tiâu,tōa tiâu,,727,
tōa tiâu,大條,,836,
tōa tiū tiâⁿ,Tōa-tiū-tiâⁿ,,700,
tōa tiū tiâⁿ,大稻埕,,801,
tōa tun,Tōa-tun,,700,
tōa tun,大墩,,809,
tōa táⁿ,tōa táⁿ,,713,
tōa táⁿ,大胆,,822,
tōa ê,tōa ·ê,,700,
tōa ê,大个,,809,
tōa ê,大兮,,808,
tōaⁿ,tōaⁿ,,729,
tōaⁿ,单,1+7,981,
tōaⁿ,單,1+7,985,
tōaⁿ,彈,,904,
tōaⁿ,段,,878,
tōe,tōe,,727,
tōe,兌,235+7+,989,
tōe,地,,862,
tōe,第,,845,
tōe,苧,,810,
tōe chí,tōe-chí,,709,
tōe chí,地址,,818,
tōe chí,地止,,817,
tōe hng,tōe-hng,,709,
tōe hng,地方,,818,
tōe hō,tōe-hō,,700,
tōe hō,地号,,809,
tōe hō,地號,,809,
tōe hō miâ,tōe-hō-miâ,,709,
tōe hō miâ,地号名,,818,
tōe hō miâ,地號名,,818,
tōe lí,tōe-lí,,709,
tōe lí,地理,,818,
tōe miâ,tōe-miâ,,709,
tōe miâ,地名,,818,
tōe pôaⁿ,tōe-pôaⁿ,,709,
tōe pôaⁿ,地盤,,818,
tōe pō͘,tōe-pō͘,,700,
tōe pō͘,地步,,809,
tōe tô͘,tōe-tô͘,,700,
tōe tô͘,地圖,,809,
tōe tāng,tōe-tāng,,709,
tōe tāng,地動,,818,
tōe á,tōe-á,,700,
tōe á,苧仔,,803,
tōe ūi,tōe-ūi,,700,
tōe ūi,地位,,809,
tōeⁿ,tōeⁿ,,0,
tōm,tōm,,0,
tōng,tōng,,0,
tōng,動,,474,
tōng bu̍t,tōng-bu̍t,,713,
tōng bu̍t,動物,,822,
tōng chok,tōng-chok,,700,
tōng chok,動作,,809,
tōng ki,tōng-ki,,700,
tōng ki,動机,,808,
tōng ki,動機,,809,
tōng pōng,Tōa-lōng-pōng,,700,
tōng pōng,大浪泵,,608,
tōng pōng,大浪磅,,607,
tōng pōng,大龍峒,,609,
tōng siau,tōng-siau,,700,
tōng siau,洞簫,,809,
tōng sû,tōng-sû,,713,
tōng sû,動詞,,822,
tō̤,tō̤,,0,
tō̤,代,,287,
tō̤e,tō̤e,,0,
tō̤e,地,,298,
tō̤e,第,,284,
tō͘,tō͘,,700,
tō͘,土,,98,
tō͘,導,,478,
tō͘,度,,849,
tō͘,惰,,489,
tō͘,杜,,68,
tō͘,渡,,848,
tō͘,盗,,74,
tō͘,盜,,483,
tō͘,稻,,489,
tō͘,竇,,67,
tō͘,肚,,865,
tō͘,荳,,82,
tō͘,讀,,96,
tō͘,豆,,491,
tō͘,道,,490,
tō͘ chè,tō͘-chè,,713,
tō͘ chè,度晬,,821,
tō͘ chè,度濟,,822,
tō͘ koai,tō͘-koai,,700,
tō͘ koai,肚乖,,609,
tō͘ koai á,tō͘-koai-á,,713,
tō͘ koai á,肚乖仔,,622,
tō͘ koaiⁿ á,tō͘-koaiⁿ-á,,700,
tō͘ koaiⁿ á,肚乖仔,,609,
tō͘ kâu,tō͘-kâu,,700,
tō͘ kâu,肚猴,,809,
tō͘ kín,tō͘-kín,,709,
tō͘ kín,肚蚓,,609,
tō͘ kún,tō͘-kún,,713,
tō͘ kún,肚蚓,,613,
tō͘ kún á,tō͘-kún-á,,713,
tō͘ kún á,肚蚓仔,,818,
tō͘ peh á,tō͘-peh-á,,713,
tō͘ peh á,肚伯仔,,822,
tō͘ pian,Tō͘-pian,,700,
tō͘ pian,渡邊,,809,
tō͘ pé á,tō͘-peh-á,,700,
tō͘ tēng,tō͘-tēng,,700,
tō͘ tēng,肚定,,609,
tō͘ ín,tō͘-ín,,709,
tō͘ ín,肚蚓,,609,
tō͘ ún,tō͘-ún,,713,
tō͘ ún,肚蚓,,613,
tō͘ ún á,tō͘-ún-á,,700,
tō͘ ún á,肚蚓仔,,805,
tō͘ⁿ,tō͘ⁿ,,0,
tŏ,tŏ,,0,
tŏa,tŏa,,0,
tŏaⁿ,tŏaⁿ,,0,
tŏe,tŏe,,0,
tŏeⁿ,tŏeⁿ,,0,
tŏm,tŏm,,0,
tŏng,tŏng,,0,
tŏ̤,tŏ̤,,0,
tŏ̤e,tŏ̤e,,0,
tŏ͘,tŏ͘,,0,
tŏ͘ⁿ,tŏ͘ⁿ,,0,
tũn,鈍,,493,
tṳ̃,在,,296,
tū,tū,,700,
tū,株,,665,
tū,株,1+23478,997,
tū tū,tū-tū,,700,
tū tū,株株,,609,
tūi,tūi,,0,
tūi,墜,,97,
tūi,墮,,489,
tūi ngó͘,tūi-ngó͘,,700,
tūi ngó͘,隊伍,,809,
tūiⁿ,tūiⁿ,,0,
tūiⁿ,断,,89,
tūiⁿ,斷,,298,
tūiⁿ,𠕆,,78,
tūiⁿ,𠕇,,69,
tūn,tūn,,700,
tūn,屯,135+7+,998,
tūn,鈍,,855,
tṳ̄iⁿ,佃,,99,
tṳ̄iⁿ,𠕆,,78,
tṳ̄iⁿ,𠕇,,69,
tŭ,tŭ,,0,
tŭi,tŭi,,0,
tŭiⁿ,tŭiⁿ,,0,
tŭn,tŭn,,0,
tǣ,tǣ,,0,
tǹg,tǹg,,713,
tǹg,当,,99,
tǹg,當,,308,
tǹg,頓,,858,
tǹg phiò,tǹg phiò,,709,
tǹg phiò,tǹg-phiò,,713,
tǹg phiò,頓票,,822,
tǽ,tǽ,,0,
tṳ̀,tṳ̀,,0,
tṳ̀iⁿ,tṳ̀iⁿ,,0,
tṳ̀n,tṳ̀n,,0,
tṳ́,tṳ́,,0,
tṳ́iⁿ,tṳ́iⁿ,,0,
tṳ́n,tṳ́n,,0,
tṳ̂,tṳ̂,,0,
tṳ̂iⁿ,tṳ̂iⁿ,,0,
tṳ̂n,tṳ̂n,,0,
