input,freq,chhan_id
khòaⁿ hiān hiān,10,4768
khòaⁿ khin,10,5564
khòaⁿ kìⁿ,570,147
khòaⁿ māi,100,1471
khòaⁿ phòa,10,7266
khòaⁿ tio̍h,100,4648
khòaⁿ ū,100,5567
khòaⁿ hoat,1,6353
khòaⁿ kháu,1,4272
khòaⁿ kò͘,10,5827
khòaⁿ māi á,10,2292
khòaⁿ oa̍h,10,2272
khòaⁿ thāi,1,13384
khòe,2,3517
khòe kam chià,5,17524
khòe bú,5,12818
khòe hiaⁿ,1,2244
khòe jī,5,10626
khòe kiáⁿ,5,8818
khòe pē,5,12818
khòng,110,2298
khòng bah,10,2297
khòng bu̍t,1,8490
khòng chhiong,1,8833
khòng chè,10,8471
khòng chôaⁿ chúi,10,3068
khòng gī,10,8294
khòng iá,1,9190
khòng tiang,1,5691
khòng tiong,1,5691
khòng tōa,5,5692
khò͘,200,1140
khò͘ kha,10,13148
khò͘ khò͘,1,8561
khò͘ kun,1,16711
khò͘ siâu,1,14713
khò͘ té,10,14209
khò͘ tòa,10,3222
khò͘ tóe,5,14209
khó,11,2280
khó būn,1,13902
khó chhì,10,14475
khó kàu,1,6546
khó kó͘,10,7069
khó kó͘ ha̍k,10,7069
khó liân,100,2283
khó liân tāi,11,2284
khó lêng,188,325
khó lîn,10,2283
khó lîn tāi,5,2284
khó lī,1,7629
khó lū,10,7629
khó sioh,148,4851
khó thâu bê,1,2281
khó thâu moâi,1,2281
khó thâu môe,1,2281
khó í,1,7533
khóng khài,1,8555
khóng sek,10,6517
khó͘ būn,1,7332
khó͘ chheh,1,4539
khó͘ chhoeh,1,4539
khó͘ chhó͘,1,12700
khó͘ chiú,1,7436
khó͘ khó͘,1,14447
khó͘ khǹg,10,2279
khó͘ koe,10,8931
khó͘ liân,1,2283
khó͘ liân tāi,1,2284
khó͘ lîn,1,2283
khó͘ lîn tāi,1,2284
khó͘ siap,1,7277
khó͘ sim,10,13854
khó͘ to̍k,10,7430
khó͘ í,1,7533
khôe,1,2289
khôe chhiú,1,2288
khôe sìⁿ,1,10844
khùi,100,894
khùi kháu,10,8415
khùi la̍t,100,893
